ID,REF_DATE,GEO,NHPI,VALUE,,,
54084,2018-07-01,Prairie Region,Land only,100.7,,,
54085,2018-07-01,Manitoba,Total (house and land),104,,,
54086,2018-07-01,Manitoba,House only,105.3,,,
54087,2018-07-01,Manitoba,Land only,101.2,,,
54088,2018-07-01,Winnipeg: Manitoba,Total (house and land),104,,,
54089,2018-07-01,Winnipeg: Manitoba,House only,105.3,,,
54090,2018-07-01,Winnipeg: Manitoba,Land only,101.2,,,
54091,2018-07-01,Saskatchewan,Total (house and land),98.6,,,
54092,2018-07-01,Saskatchewan,House only,97.8,,,
54093,2018-07-01,Saskatchewan,Land only,100.6,,,
54094,2018-07-01,Regina: Saskatchewan,Total (house and land),99.3,,,
54095,2018-07-01,Regina: Saskatchewan,House only,98.7,,,
54096,2018-07-01,Regina: Saskatchewan,Land only,100.8,,,
54097,2018-07-01,Saskatoon: Saskatchewan,Total (house and land),98.3,,,
54098,2018-07-01,Saskatoon: Saskatchewan,House only,97.3,,,
54099,2018-07-01,Saskatoon: Saskatchewan,Land only,100.5,,,
54100,2018-07-01,Alberta,Total (house and land),99.9,,,
54101,2018-07-01,Alberta,House only,99.5,,,
54102,2018-07-01,Alberta,Land only,100.6,,,
54103,2018-07-01,Calgary: Alberta,Total (house and land),100,,,
54104,2018-07-01,Calgary: Alberta,House only,99.5,,,
54105,2018-07-01,Calgary: Alberta,Land only,100.8,,,
54106,2018-07-01,Edmonton: Alberta,Total (house and land),99.8,,,
54107,2018-07-01,Edmonton: Alberta,House only,99.5,,,
54108,2018-07-01,Edmonton: Alberta,Land only,100.5,,,
54109,2018-07-01,British Columbia,Total (house and land),107.9,,,
54110,2018-07-01,British Columbia,House only,108.9,,,
54111,2018-07-01,British Columbia,Land only,104.8,,,
54112,2018-07-01,Kelowna: British Columbia,Total (house and land),103.6,,,
54113,2018-07-01,Kelowna: British Columbia,House only,104.8,,,
54114,2018-07-01,Kelowna: British Columbia,Land only,101.4,,,
54115,2018-07-01,Vancouver: British Columbia,Total (house and land),108.9,,,
54116,2018-07-01,Vancouver: British Columbia,House only,110,,,
54117,2018-07-01,Vancouver: British Columbia,Land only,105.5,,,
54118,2018-07-01,Victoria: British Columbia,Total (house and land),102.8,,,
54119,2018-07-01,Victoria: British Columbia,House only,103.5,,,
54120,2018-07-01,Victoria: British Columbia,Land only,100.9,,,
54121,2018-08-01,Canada,Total (house and land),103.3,,,
54122,2018-08-01,Canada,House only,103,,,
54123,2018-08-01,Canada,Land only,103.9,,,
54124,2018-08-01,Atlantic Region,Total (house and land),100.5,,,
54125,2018-08-01,Atlantic Region,House only,100.5,,,
54126,2018-08-01,Atlantic Region,Land only,100.1,,,
54127,2018-08-01,Newfoundland and Labrador,Total (house and land),98.9,,,
54128,2018-08-01,Newfoundland and Labrador,House only,98.4,,,
54129,2018-08-01,Newfoundland and Labrador,Land only,100.1,,,
54130,2018-08-01,St. John's: Newfoundland and Labrador,Total (house and land),98.9,,,
54131,2018-08-01,St. John's: Newfoundland and Labrador,House only,98.4,,,
54132,2018-08-01,St. John's: Newfoundland and Labrador,Land only,100.1,,,
54133,2018-08-01,Prince Edward Island,Total (house and land),100.5,,,
54134,2018-08-01,Prince Edward Island,House only,100.6,,,
54135,2018-08-01,Prince Edward Island,Land only,100.2,,,
54136,2018-08-01,Charlottetown: Prince Edward Island,Total (house and land),100.5,,,
54137,2018-08-01,Charlottetown: Prince Edward Island,House only,100.6,,,
54138,2018-08-01,Charlottetown: Prince Edward Island,Land only,100.2,,,
54139,2018-08-01,Nova Scotia,Total (house and land),102,,,
54140,2018-08-01,Nova Scotia,House only,102.5,,,
54141,2018-08-01,Nova Scotia,Land only,100.2,,,
54142,2018-08-01,Halifax: Nova Scotia,Total (house and land),102,,,
54143,2018-08-01,Halifax: Nova Scotia,House only,102.5,,,
54144,2018-08-01,Halifax: Nova Scotia,Land only,100.2,,,
54145,2018-08-01,New Brunswick,Total (house and land),101.1,,,
54146,2018-08-01,New Brunswick,House only,101.2,,,
54147,2018-08-01,New Brunswick,Land only,100,,,
54148,2018-08-01,Saint John: Fredericton: and Moncton: New Brunswick,Total (house and land),101.1,,,
54149,2018-08-01,Saint John: Fredericton: and Moncton: New Brunswick,House only,101.2,,,
54150,2018-08-01,Saint John: Fredericton: and Moncton: New Brunswick,Land only,100,,,
54151,2018-08-01,Quebec,Total (house and land),103,,,
54152,2018-08-01,Quebec,House only,103.4,,,
54153,2018-08-01,Quebec,Land only,101.8,,,
54154,2018-08-01,Quebec: Quebec,Total (house and land),100.8,,,
54155,2018-08-01,Quebec: Quebec,House only,100.5,,,
54156,2018-08-01,Quebec: Quebec,Land only,101.3,,,
54157,2018-08-01,Sherbrooke: Quebec,Total (house and land),100.4,,,
54158,2018-08-01,Sherbrooke: Quebec,House only,100,,,
54159,2018-08-01,Sherbrooke: Quebec,Land only,101.9,,,
54160,2018-08-01,Trois-Rivieres: Quebec,Total (house and land),100.6,,,
54161,2018-08-01,Trois-Rivieres: Quebec,House only,100.7,,,
54162,2018-08-01,Trois-Rivieres: Quebec,Land only,100.2,,,
54163,2018-08-01,Montreal: Quebec,Total (house and land),104,,,
54164,2018-08-01,Montreal: Quebec,House only,104.7,,,
54165,2018-08-01,Montreal: Quebec,Land only,102,,,
54166,2018-08-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Total (house and land),102.1,,,
54167,2018-08-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,House only,102.4,,,
54168,2018-08-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Land only,101.4,,,
54169,2018-08-01,Ontario,Total (house and land),104.4,,,
54170,2018-08-01,Ontario,House only,103.7,,,
54171,2018-08-01,Ontario,Land only,106.5,,,
54172,2018-08-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,Total (house and land),108.2,,,
54173,2018-08-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,House only,108.9,,,
54174,2018-08-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,Land only,104.3,,,
54175,2018-08-01,Oshawa: Ontario,Total (house and land),104.4,,,
54176,2018-08-01,Oshawa: Ontario,House only,103.4,,,
54177,2018-08-01,Oshawa: Ontario,Land only,106,,,
54178,2018-08-01,Toronto: Ontario,Total (house and land),103.3,,,
54179,2018-08-01,Toronto: Ontario,House only,101.2,,,
54180,2018-08-01,Toronto: Ontario,Land only,107.9,,,
54181,2018-08-01,Hamilton: Ontario,Total (house and land),103.9,,,
54182,2018-08-01,Hamilton: Ontario,House only,105.4,,,
54183,2018-08-01,Hamilton: Ontario,Land only,100.5,,,
54184,2018-08-01,St. Catharines-Niagara: Ontario,Total (house and land),105.8,,,
54185,2018-08-01,St. Catharines-Niagara: Ontario,House only,106.6,,,
54186,2018-08-01,St. Catharines-Niagara: Ontario,Land only,104.4,,,
54187,2018-08-01,Kitchener-Cambridge-Waterloo: Ontario,Total (house and land),103.8,,,
54188,2018-08-01,Kitchener-Cambridge-Waterloo: Ontario,House only,103.1,,,
54189,2018-08-01,Kitchener-Cambridge-Waterloo: Ontario,Land only,104.2,,,
54190,2018-08-01,Guelph: Ontario,Total (house and land),105,,,
54191,2018-08-01,Guelph: Ontario,House only,105.2,,,
54192,2018-08-01,Guelph: Ontario,Land only,104.1,,,
54193,2018-08-01,London: Ontario,Total (house and land),110.4,,,
54194,2018-08-01,London: Ontario,House only,112.7,,,
54195,2018-08-01,London: Ontario,Land only,101.2,,,
54196,2018-08-01,Windsor: Ontario,Total (house and land),104.6,,,
54197,2018-08-01,Windsor: Ontario,House only,104.6,,,
54198,2018-08-01,Windsor: Ontario,Land only,104.8,,,
54199,2018-08-01,Greater Sudbury: Ontario,Total (house and land),100.9,,,
54200,2018-08-01,Greater Sudbury: Ontario,House only,100.8,,,
54201,2018-08-01,Greater Sudbury: Ontario,Land only,100.8,,,
54202,2018-08-01,Prairie Region,Total (house and land),99.7,,,
54203,2018-08-01,Prairie Region,House only,99.4,,,
54204,2018-08-01,Prairie Region,Land only,100.6,,,
54205,2018-08-01,Manitoba,Total (house and land),104.1,,,
54206,2018-08-01,Manitoba,House only,105.4,,,
54207,2018-08-01,Manitoba,Land only,101.2,,,
54208,2018-08-01,Winnipeg: Manitoba,Total (house and land),104.1,,,
54209,2018-08-01,Winnipeg: Manitoba,House only,105.4,,,
54210,2018-08-01,Winnipeg: Manitoba,Land only,101.2,,,
54211,2018-08-01,Saskatchewan,Total (house and land),98.4,,,
54212,2018-08-01,Saskatchewan,House only,97.5,,,
54213,2018-08-01,Saskatchewan,Land only,100.6,,,
54214,2018-08-01,Regina: Saskatchewan,Total (house and land),98.6,,,
54215,2018-08-01,Regina: Saskatchewan,House only,97.7,,,
54216,2018-08-01,Regina: Saskatchewan,Land only,100.8,,,
54217,2018-08-01,Saskatoon: Saskatchewan,Total (house and land),98.3,,,
54218,2018-08-01,Saskatoon: Saskatchewan,House only,97.3,,,
54219,2018-08-01,Saskatoon: Saskatchewan,Land only,100.5,,,
54220,2018-08-01,Alberta,Total (house and land),99.4,,,
54221,2018-08-01,Alberta,House only,98.9,,,
54222,2018-08-01,Alberta,Land only,100.5,,,
54223,2018-08-01,Calgary: Alberta,Total (house and land),99.6,,,
54224,2018-08-01,Calgary: Alberta,House only,99.1,,,
54225,2018-08-01,Calgary: Alberta,Land only,100.4,,,
54226,2018-08-01,Edmonton: Alberta,Total (house and land),99.3,,,
54227,2018-08-01,Edmonton: Alberta,House only,98.8,,,
54228,2018-08-01,Edmonton: Alberta,Land only,100.5,,,
54229,2018-08-01,British Columbia,Total (house and land),107.8,,,
54230,2018-08-01,British Columbia,House only,108.5,,,
54231,2018-08-01,British Columbia,Land only,104.8,,,
54232,2018-08-01,Kelowna: British Columbia,Total (house and land),103.7,,,
54233,2018-08-01,Kelowna: British Columbia,House only,104.8,,,
54234,2018-08-01,Kelowna: British Columbia,Land only,101.5,,,
54235,2018-08-01,Vancouver: British Columbia,Total (house and land),108.7,,,
54236,2018-08-01,Vancouver: British Columbia,House only,109.4,,,
54237,2018-08-01,Vancouver: British Columbia,Land only,105.5,,,
54238,2018-08-01,Victoria: British Columbia,Total (house and land),102.8,,,
54239,2018-08-01,Victoria: British Columbia,House only,103.5,,,
54240,2018-08-01,Victoria: British Columbia,Land only,100.9,,,
54241,2018-09-01,Canada,Total (house and land),103.3,,,
54242,2018-09-01,Canada,House only,102.9,,,
54243,2018-09-01,Canada,Land only,104,,,
54244,2018-09-01,Atlantic Region,Total (house and land),100.3,,,
54245,2018-09-01,Atlantic Region,House only,100.3,,,
54246,2018-09-01,Atlantic Region,Land only,100.1,,,
54247,2018-09-01,Newfoundland and Labrador,Total (house and land),98.5,,,
54248,2018-09-01,Newfoundland and Labrador,House only,97.9,,,
54249,2018-09-01,Newfoundland and Labrador,Land only,100.1,,,
54250,2018-09-01,St. John's: Newfoundland and Labrador,Total (house and land),98.5,,,
54251,2018-09-01,St. John's: Newfoundland and Labrador,House only,97.9,,,
54252,2018-09-01,St. John's: Newfoundland and Labrador,Land only,100.1,,,
54253,2018-09-01,Prince Edward Island,Total (house and land),100.3,,,
54254,2018-09-01,Prince Edward Island,House only,100.3,,,
54255,2018-09-01,Prince Edward Island,Land only,100.2,,,
54256,2018-09-01,Charlottetown: Prince Edward Island,Total (house and land),100.3,,,
54257,2018-09-01,Charlottetown: Prince Edward Island,House only,100.3,,,
54258,2018-09-01,Charlottetown: Prince Edward Island,Land only,100.2,,,
54259,2018-09-01,Nova Scotia,Total (house and land),101.7,,,
54260,2018-09-01,Nova Scotia,House only,102.2,,,
54261,2018-09-01,Nova Scotia,Land only,100.2,,,
54262,2018-09-01,Halifax: Nova Scotia,Total (house and land),101.7,,,
54263,2018-09-01,Halifax: Nova Scotia,House only,102.2,,,
54264,2018-09-01,Halifax: Nova Scotia,Land only,100.2,,,
54265,2018-09-01,New Brunswick,Total (house and land),101.1,,,
54266,2018-09-01,New Brunswick,House only,101.2,,,
54267,2018-09-01,New Brunswick,Land only,100,,,
54268,2018-09-01,Saint John: Fredericton: and Moncton: New Brunswick,Total (house and land),101.1,,,
54269,2018-09-01,Saint John: Fredericton: and Moncton: New Brunswick,House only,101.2,,,
54270,2018-09-01,Saint John: Fredericton: and Moncton: New Brunswick,Land only,100,,,
54271,2018-09-01,Quebec,Total (house and land),103.1,,,
54272,2018-09-01,Quebec,House only,103.5,,,
54273,2018-09-01,Quebec,Land only,101.8,,,
54274,2018-09-01,Quebec: Quebec,Total (house and land),100.8,,,
54275,2018-09-01,Quebec: Quebec,House only,100.5,,,
54276,2018-09-01,Quebec: Quebec,Land only,101.3,,,
54277,2018-09-01,Sherbrooke: Quebec,Total (house and land),100.8,,,
54278,2018-09-01,Sherbrooke: Quebec,House only,100.4,,,
54279,2018-09-01,Sherbrooke: Quebec,Land only,101.9,,,
54280,2018-09-01,Trois-Rivieres: Quebec,Total (house and land),100.8,,,
54281,2018-09-01,Trois-Rivieres: Quebec,House only,100.7,,,
54282,2018-09-01,Trois-Rivieres: Quebec,Land only,100.7,,,
54283,2018-09-01,Montreal: Quebec,Total (house and land),104.1,,,
54284,2018-09-01,Montreal: Quebec,House only,104.9,,,
54285,2018-09-01,Montreal: Quebec,Land only,102,,,
54286,2018-09-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Total (house and land),102,,,
54287,2018-09-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,House only,102.3,,,
54288,2018-09-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Land only,101.4,,,
54289,2018-09-01,Ontario,Total (house and land),104.4,,,
54290,2018-09-01,Ontario,House only,103.5,,,
54291,2018-09-01,Ontario,Land only,106.7,,,
54292,2018-09-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,Total (house and land),108.4,,,
54293,2018-09-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,House only,109.2,,,
54294,2018-09-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,Land only,104.4,,,
54295,2018-09-01,Oshawa: Ontario,Total (house and land),104.2,,,
54296,2018-09-01,Oshawa: Ontario,House only,103,,,
54297,2018-09-01,Oshawa: Ontario,Land only,106,,,
54298,2018-09-01,Toronto: Ontario,Total (house and land),103.3,,,
54299,2018-09-01,Toronto: Ontario,House only,100.8,,,
54300,2018-09-01,Toronto: Ontario,Land only,108.2,,,
54301,2018-09-01,Hamilton: Ontario,Total (house and land),103.5,,,
54302,2018-09-01,Hamilton: Ontario,House only,104.9,,,
54303,2018-09-01,Hamilton: Ontario,Land only,100.5,,,
54304,2018-09-01,St. Catharines-Niagara: Ontario,Total (house and land),105.7,,,
54305,2018-09-01,St. Catharines-Niagara: Ontario,House only,106.4,,,
54306,2018-09-01,St. Catharines-Niagara: Ontario,Land only,104.4,,,
54307,2018-09-01,Kitchener-Cambridge-Waterloo: Ontario,Total (house and land),103.8,,,
54308,2018-09-01,Kitchener-Cambridge-Waterloo: Ontario,House only,103.2,,,
54309,2018-09-01,Kitchener-Cambridge-Waterloo: Ontario,Land only,104.2,,,
54310,2018-09-01,Guelph: Ontario,Total (house and land),105,,,
54311,2018-09-01,Guelph: Ontario,House only,105.2,,,
54312,2018-09-01,Guelph: Ontario,Land only,104.1,,,
54313,2018-09-01,London: Ontario,Total (house and land),110.9,,,
54314,2018-09-01,London: Ontario,House only,113.2,,,
54315,2018-09-01,London: Ontario,Land only,101.3,,,
54316,2018-09-01,Windsor: Ontario,Total (house and land),104.7,,,
54317,2018-09-01,Windsor: Ontario,House only,104.7,,,
54318,2018-09-01,Windsor: Ontario,Land only,104.8,,,
54319,2018-09-01,Greater Sudbury: Ontario,Total (house and land),100.9,,,
54320,2018-09-01,Greater Sudbury: Ontario,House only,100.8,,,
54321,2018-09-01,Greater Sudbury: Ontario,Land only,100.8,,,
54322,2018-09-01,Prairie Region,Total (house and land),99.7,,,
54323,2018-09-01,Prairie Region,House only,99.2,,,
54324,2018-09-01,Prairie Region,Land only,100.6,,,
54325,2018-09-01,Manitoba,Total (house and land),104.1,,,
54326,2018-09-01,Manitoba,House only,105.4,,,
54327,2018-09-01,Manitoba,Land only,101.6,,,
54328,2018-09-01,Winnipeg: Manitoba,Total (house and land),104.1,,,
54329,2018-09-01,Winnipeg: Manitoba,House only,105.4,,,
54330,2018-09-01,Winnipeg: Manitoba,Land only,101.6,,,
54331,2018-09-01,Saskatchewan,Total (house and land),98.2,,,
54332,2018-09-01,Saskatchewan,House only,97.1,,,
54333,2018-09-01,Saskatchewan,Land only,100.8,,,
54334,2018-09-01,Regina: Saskatchewan,Total (house and land),98.5,,,
54335,2018-09-01,Regina: Saskatchewan,House only,97.6,,,
54336,2018-09-01,Regina: Saskatchewan,Land only,100.8,,,
54337,2018-09-01,Saskatoon: Saskatchewan,Total (house and land),98,,,
54338,2018-09-01,Saskatoon: Saskatchewan,House only,96.8,,,
54339,2018-09-01,Saskatoon: Saskatchewan,Land only,100.8,,,
54340,2018-09-01,Alberta,Total (house and land),99.4,,,
54341,2018-09-01,Alberta,House only,98.8,,,
54342,2018-09-01,Alberta,Land only,100.5,,,
54343,2018-09-01,Calgary: Alberta,Total (house and land),99.4,,,
54344,2018-09-01,Calgary: Alberta,House only,98.8,,,
54345,2018-09-01,Calgary: Alberta,Land only,100.4,,,
54346,2018-09-01,Edmonton: Alberta,Total (house and land),99.3,,,
54347,2018-09-01,Edmonton: Alberta,House only,98.8,,,
54348,2018-09-01,Edmonton: Alberta,Land only,100.5,,,
54349,2018-09-01,British Columbia,Total (house and land),108,,,
54350,2018-09-01,British Columbia,House only,109,,,
54351,2018-09-01,British Columbia,Land only,104.8,,,
54352,2018-09-01,Kelowna: British Columbia,Total (house and land),103.5,,,
54353,2018-09-01,Kelowna: British Columbia,House only,104.5,,,
54354,2018-09-01,Kelowna: British Columbia,Land only,101.5,,,
54355,2018-09-01,Vancouver: British Columbia,Total (house and land),109.1,,,
54356,2018-09-01,Vancouver: British Columbia,House only,110.1,,,
54357,2018-09-01,Vancouver: British Columbia,Land only,105.5,,,
54358,2018-09-01,Victoria: British Columbia,Total (house and land),102.7,,,
54359,2018-09-01,Victoria: British Columbia,House only,103.3,,,
54360,2018-09-01,Victoria: British Columbia,Land only,101,,,
54361,2018-10-01,Canada,Total (house and land),103.3,,,
54362,2018-10-01,Canada,House only,102.9,,,
54363,2018-10-01,Canada,Land only,104,,,
54364,2018-10-01,Atlantic Region,Total (house and land),100.1,,,
54365,2018-10-01,Atlantic Region,House only,100.1,,,
54366,2018-10-01,Atlantic Region,Land only,100.1,,,
54367,2018-10-01,Newfoundland and Labrador,Total (house and land),98.4,,,
54368,2018-10-01,Newfoundland and Labrador,House only,97.7,,,
54369,2018-10-01,Newfoundland and Labrador,Land only,100.1,,,
54370,2018-10-01,St. John's: Newfoundland and Labrador,Total (house and land),98.4,,,
54371,2018-10-01,St. John's: Newfoundland and Labrador,House only,97.7,,,
54372,2018-10-01,St. John's: Newfoundland and Labrador,Land only,100.1,,,
54373,2018-10-01,Prince Edward Island,Total (house and land),100.2,,,
54374,2018-10-01,Prince Edward Island,House only,100.1,,,
54375,2018-10-01,Prince Edward Island,Land only,100.2,,,
54376,2018-10-01,Charlottetown: Prince Edward Island,Total (house and land),100.2,,,
54377,2018-10-01,Charlottetown: Prince Edward Island,House only,100.1,,,
54378,2018-10-01,Charlottetown: Prince Edward Island,Land only,100.2,,,
54379,2018-10-01,Nova Scotia,Total (house and land),101.6,,,
54380,2018-10-01,Nova Scotia,House only,102,,,
54381,2018-10-01,Nova Scotia,Land only,100.2,,,
54382,2018-10-01,Halifax: Nova Scotia,Total (house and land),101.6,,,
54383,2018-10-01,Halifax: Nova Scotia,House only,102,,,
54384,2018-10-01,Halifax: Nova Scotia,Land only,100.2,,,
54385,2018-10-01,New Brunswick,Total (house and land),100.9,,,
54386,2018-10-01,New Brunswick,House only,100.9,,,
54387,2018-10-01,New Brunswick,Land only,100,,,
54388,2018-10-01,Saint John: Fredericton: and Moncton: New Brunswick,Total (house and land),100.9,,,
54389,2018-10-01,Saint John: Fredericton: and Moncton: New Brunswick,House only,100.9,,,
54390,2018-10-01,Saint John: Fredericton: and Moncton: New Brunswick,Land only,100,,,
54391,2018-10-01,Quebec,Total (house and land),103.2,,,
54392,2018-10-01,Quebec,House only,103.7,,,
54393,2018-10-01,Quebec,Land only,102.1,,,
54394,2018-10-01,Quebec: Quebec,Total (house and land),100.8,,,
54395,2018-10-01,Quebec: Quebec,House only,100.5,,,
54396,2018-10-01,Quebec: Quebec,Land only,101.3,,,
54397,2018-10-01,Sherbrooke: Quebec,Total (house and land),100.8,,,
54398,2018-10-01,Sherbrooke: Quebec,House only,100.4,,,
54399,2018-10-01,Sherbrooke: Quebec,Land only,101.9,,,
54400,2018-10-01,Trois-Rivieres: Quebec,Total (house and land),101.1,,,
54401,2018-10-01,Trois-Rivieres: Quebec,House only,101.2,,,
54402,2018-10-01,Trois-Rivieres: Quebec,Land only,100.7,,,
54403,2018-10-01,Montreal: Quebec,Total (house and land),104.3,,,
54404,2018-10-01,Montreal: Quebec,House only,105.1,,,
54405,2018-10-01,Montreal: Quebec,Land only,102.4,,,
54406,2018-10-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Total (house and land),102.3,,,
54407,2018-10-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,House only,102.7,,,
54408,2018-10-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Land only,101.4,,,
54409,2018-10-01,Ontario,Total (house and land),104.5,,,
54410,2018-10-01,Ontario,House only,103.5,,,
54411,2018-10-01,Ontario,Land only,106.8,,,
54412,2018-10-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,Total (house and land),109,,,
54413,2018-10-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,House only,109.7,,,
54414,2018-10-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,Land only,105.2,,,
54415,2018-10-01,Oshawa: Ontario,Total (house and land),103.9,,,
54416,2018-10-01,Oshawa: Ontario,House only,102.5,,,
54417,2018-10-01,Oshawa: Ontario,Land only,106,,,
54418,2018-10-01,Toronto: Ontario,Total (house and land),103.2,,,
54419,2018-10-01,Toronto: Ontario,House only,100.7,,,
54420,2018-10-01,Toronto: Ontario,Land only,108.2,,,
54421,2018-10-01,Hamilton: Ontario,Total (house and land),103.7,,,
54422,2018-10-01,Hamilton: Ontario,House only,105,,,
54423,2018-10-01,Hamilton: Ontario,Land only,101,,,
54424,2018-10-01,St. Catharines-Niagara: Ontario,Total (house and land),106,,,
54425,2018-10-01,St. Catharines-Niagara: Ontario,House only,106.6,,,
54426,2018-10-01,St. Catharines-Niagara: Ontario,Land only,104.9,,,
54427,2018-10-01,Kitchener-Cambridge-Waterloo: Ontario,Total (house and land),103.8,,,
54428,2018-10-01,Kitchener-Cambridge-Waterloo: Ontario,House only,103.1,,,
54429,2018-10-01,Kitchener-Cambridge-Waterloo: Ontario,Land only,104.2,,,
54430,2018-10-01,Guelph: Ontario,Total (house and land),105.1,,,
54431,2018-10-01,Guelph: Ontario,House only,105.3,,,
54432,2018-10-01,Guelph: Ontario,Land only,104.1,,,
54433,2018-10-01,London: Ontario,Total (house and land),111,,,
54434,2018-10-01,London: Ontario,House only,113.4,,,
54435,2018-10-01,London: Ontario,Land only,101.3,,,
54436,2018-10-01,Windsor: Ontario,Total (house and land),105.6,,,
54437,2018-10-01,Windsor: Ontario,House only,105.7,,,
54438,2018-10-01,Windsor: Ontario,Land only,105.3,,,
54439,2018-10-01,Greater Sudbury: Ontario,Total (house and land),100.9,,,
54440,2018-10-01,Greater Sudbury: Ontario,House only,100.8,,,
54441,2018-10-01,Greater Sudbury: Ontario,Land only,100.8,,,
54442,2018-10-01,Prairie Region,Total (house and land),99.6,,,
54443,2018-10-01,Prairie Region,House only,99.2,,,
54444,2018-10-01,Prairie Region,Land only,100.6,,,
54445,2018-10-01,Manitoba,Total (house and land),104.4,,,
54446,2018-10-01,Manitoba,House only,105.7,,,
54447,2018-10-01,Manitoba,Land only,101.7,,,
54448,2018-10-01,Winnipeg: Manitoba,Total (house and land),104.4,,,
54449,2018-10-01,Winnipeg: Manitoba,House only,105.7,,,
54450,2018-10-01,Winnipeg: Manitoba,Land only,101.7,,,
54451,2018-10-01,Saskatchewan,Total (house and land),98.1,,,
54452,2018-10-01,Saskatchewan,House only,96.9,,,
54453,2018-10-01,Saskatchewan,Land only,100.8,,,
54454,2018-10-01,Regina: Saskatchewan,Total (house and land),98.2,,,
54455,2018-10-01,Regina: Saskatchewan,House only,97,,,
54456,2018-10-01,Regina: Saskatchewan,Land only,100.8,,,
54457,2018-10-01,Saskatoon: Saskatchewan,Total (house and land),98,,,
54458,2018-10-01,Saskatoon: Saskatchewan,House only,96.8,,,
54459,2018-10-01,Saskatoon: Saskatchewan,Land only,100.8,,,
54460,2018-10-01,Alberta,Total (house and land),99.3,,,
54461,2018-10-01,Alberta,House only,98.7,,,
54462,2018-10-01,Alberta,Land only,100.5,,,
54463,2018-10-01,Calgary: Alberta,Total (house and land),99.1,,,
54464,2018-10-01,Calgary: Alberta,House only,98.3,,,
54465,2018-10-01,Calgary: Alberta,Land only,100.4,,,
54466,2018-10-01,Edmonton: Alberta,Total (house and land),99.4,,,
54467,2018-10-01,Edmonton: Alberta,House only,99,,,
54468,2018-10-01,Edmonton: Alberta,Land only,100.5,,,
54469,2018-10-01,British Columbia,Total (house and land),108,,,
54470,2018-10-01,British Columbia,House only,109,,,
54471,2018-10-01,British Columbia,Land only,104.8,,,
54472,2018-10-01,Kelowna: British Columbia,Total (house and land),103.5,,,
54473,2018-10-01,Kelowna: British Columbia,House only,104.6,,,
54474,2018-10-01,Kelowna: British Columbia,Land only,101.5,,,
54475,2018-10-01,Vancouver: British Columbia,Total (house and land),109.1,,,
54476,2018-10-01,Vancouver: British Columbia,House only,110.1,,,
54477,2018-10-01,Vancouver: British Columbia,Land only,105.5,,,
54478,2018-10-01,Victoria: British Columbia,Total (house and land),102.7,,,
54479,2018-10-01,Victoria: British Columbia,House only,103.3,,,
54480,2018-10-01,Victoria: British Columbia,Land only,101,,,
54481,2018-11-01,Canada,Total (house and land),103.3,,,
54482,2018-11-01,Canada,House only,102.9,,,
54483,2018-11-01,Canada,Land only,104.1,,,
54484,2018-11-01,Atlantic Region,Total (house and land),100,,,
54485,2018-11-01,Atlantic Region,House only,99.9,,,
54486,2018-11-01,Atlantic Region,Land only,100.1,,,
54487,2018-11-01,Newfoundland and Labrador,Total (house and land),98,,,
54488,2018-11-01,Newfoundland and Labrador,House only,97.2,,,
54489,2018-11-01,Newfoundland and Labrador,Land only,100.1,,,
54490,2018-11-01,St. John's: Newfoundland and Labrador,Total (house and land),98,,,
54491,2018-11-01,St. John's: Newfoundland and Labrador,House only,97.2,,,
54492,2018-11-01,St. John's: Newfoundland and Labrador,Land only,100.1,,,
54493,2018-11-01,Prince Edward Island,Total (house and land),100,,,
54494,2018-11-01,Prince Edward Island,House only,99.9,,,
54495,2018-11-01,Prince Edward Island,Land only,100.2,,,
54496,2018-11-01,Charlottetown: Prince Edward Island,Total (house and land),100,,,
54497,2018-11-01,Charlottetown: Prince Edward Island,House only,99.9,,,
54498,2018-11-01,Charlottetown: Prince Edward Island,Land only,100.2,,,
54499,2018-11-01,Nova Scotia,Total (house and land),101.6,,,
54500,2018-11-01,Nova Scotia,House only,102,,,
54501,2018-11-01,Nova Scotia,Land only,100.2,,,
54502,2018-11-01,Halifax: Nova Scotia,Total (house and land),101.6,,,
54503,2018-11-01,Halifax: Nova Scotia,House only,102,,,
54504,2018-11-01,Halifax: Nova Scotia,Land only,100.2,,,
54505,2018-11-01,New Brunswick,Total (house and land),100.9,,,
54506,2018-11-01,New Brunswick,House only,100.9,,,
